issue key,projectCategory,created,priority,summary,description,creator,reporter
ZOOKEEPER-1973,ZooKeeper,2014-07-19T16:50:31.000+0000,Major,Jetty Server changes broke ibm6 support,"The recent Jetty Server additions ZOOKEEPER-1346 have broken ibm6 support, can someone take a look? (we've had issues like this in the past - typically due to using specialized/sun classes that don't ",phunt,phunt
ZOOKEEPER-1972,ZooKeeper,2014-07-18T23:44:02.000+0000,Major,Fix invalid volatile long/int increment (++),The findbugs complains about incrementing a volatile variable in [AuthFastLeaderElection|https://github.com/apache/zookeeper/blob/087abf83684167ae56864fe4c3be0079fa653266/src/java/main/org/apache/zook,hdeng,hdeng
ZOOKEEPER-1971,ZooKeeper,2014-07-18T21:33:56.000+0000,Major,Make JMX remote monitoring port configurable,This is a follow-up item from ZOOKEEPER-1948.,gsbiju,gsbiju
ZOOKEEPER-1970,ZooKeeper,2014-07-18T17:46:30.000+0000,Major,Fix Findbugs Warnings,The findbugs complained a lot of warnings after upgrade:https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/2191//artifact/trunk/build/test/findbugs/newPatchFindbugsWarnings.html#Warnings_I18NIt w,hdeng,hdeng
ZOOKEEPER-1969,ZooKeeper,2014-07-18T16:47:12.000+0000,Major,Fix Port Already In Use for JettyAdminServerTest,The test is failiing:{code}failed SocketConnector@0.0.0.0:8080: java.net.BindException: Address already in use{code}I tried to assign a unique port in test and Jenkins build comes normal again.,hdeng,hdeng
ZOOKEEPER-1968,ZooKeeper,2014-07-18T00:24:25.000+0000,Major,Make Jetty dependencies optional in ivy.xml,Should we make the jetty/jackson libraries optional in ivy.xml given that Jetty Server is itself optional (an uses reflection to boot).,phunt,phunt
ZOOKEEPER-1967,ZooKeeper,2014-07-16T20:46:04.000+0000,Major,"Eliminate the temp dynamic config file, find last proposed config in transaction log.",The .next temporary config file is created when a server acks a reconfig proposal.During reconfig commit this file becomes the permanent dynamic config file.This temp file is read (if exists) during s,shralex,shralex
ZOOKEEPER-1966,ZooKeeper,2014-07-15T13:52:11.000+0000,Major,VS and line breaks,The patch attached to https://issues.apache.org/jira/browse/ZOOKEEPER-1953 has caused problems for git users when committed from SVN.The attached patch simply changes the line endings of the offending,oho,oho
ZOOKEEPER-1965,ZooKeeper,2014-07-15T02:36:07.000+0000,Major,Install could not be done on powerpc Error: Unrecognized opcode: `lock',"after (ant compile_jute) and(cd src/c/ ./configure), make can not be done!It contains error:/tmp/ccyJ6new.s: Assembler messages:/tmp/ccyJ6new.s:67: Error: Unrecognized opcode: `lock'/tmp/ccyJ6new.s:10",sonnyandqc,sonnyandqc
ZOOKEEPER-1964,ZooKeeper,2014-07-11T23:20:58.000+0000,Minor,Fix Flaky Test in ReconfigTest.java,"There is flaky tests in ReconfigTest showing something like:{code}junit.framework.AssertionFailedError: Mismatches ElectionAddress! expected:<[127.0.0.1]:12369> but was:<[localhost]:12369>	at org.apac",hdeng,hdeng
ZOOKEEPER-1963,ZooKeeper,2014-07-10T17:20:34.000+0000,Major,Make JDK 7 the minimum requirement for Zookeeper,JDK 6 stopped receiving public updates in early 2013:http://www.oracle.com/technetwork/java/eol-135779.htmlI propose making JDK 7 the minimum for Zookeeper going forward.  One patch that I've personal,ecarter,ecarter
ZOOKEEPER-1962,ZooKeeper,2014-07-10T11:29:42.000+0000,Minor,Add a CLI command to recursively list a znode and children,"When troubleshooting applications where znodes can be multiple levels deep  (eg. HBase replication), it is handy to see all child znodes recursively rather than run an ls for each node manually.So I p",ggop,ggop
ZOOKEEPER-1961,ZooKeeper,2014-07-08T15:56:13.000+0000,Major,NPE in ZooKeeperServerMain.shutdown(),"while trying to stop a server that appears not to have started properly, the {{shutdown()}} method triggered an NPE",stevel@apache.org,stevel@apache.org
ZOOKEEPER-1960,ZooKeeper,2014-07-08T14:29:13.000+0000,Major,Improve logs in PurgeTxnLog.java to give more details,"Improve logs in PurgeTxnLog.java to give more detailsSuggest to add logs in following scenarios1. If no file to purge (deletion list is empty) - INFO2. Add logs for debug purpose (txnLog, dataDir and ",nijel,nijel
ZOOKEEPER-1959,ZooKeeper,2014-07-08T14:23:57.000+0000,Major,"Move zkEnv files to conf folder, since it is expected to be configured by user",Move zkEnv files to conf folderThis is the  common pattern followed across other hadoop components,nijel,nijel
ZOOKEEPER-1958,ZooKeeper,2014-07-08T00:32:36.000+0000,Minor,Client does not detect rejected connections,"When attempting to connect to a zookeeper server that is not currently running, the connection will return the ""connection refused"" message through the timeout logic.  This is because Windows is retur",odysseus654,odysseus654
ZOOKEEPER-1957,ZooKeeper,2014-07-07T18:33:40.000+0000,Minor,ReconfigTest can fail when checking remote peer MXBean ElectionAddress,"CThis happens most of the time when I run the {{ReconfigTest}} unit test on Mac OS X Mavericks, using Java 6 or 7. I get failures like this:{noformat}Mismatches ElectionAddress! expected:<[127.0.0.1]:",bhavanki,bhavanki
ZOOKEEPER-1956,ZooKeeper,2014-07-07T10:04:25.000+0000,Minor,Support Cleanup script in windows,The script zkCleanup.sh support cleaning the zk data in linux system.The same function needs to be supported in windows also,nijel,nijel
ZOOKEEPER-1955,ZooKeeper,2014-07-04T22:30:02.000+0000,Major,EOFException on Reading Snapshot,"We have a 5 node zookeeper cluster that has been operating normally for several months.  Starting a few days ago, the entire cluster crashes a few times per day, all nodes at the exact same time.  We ",az,az
ZOOKEEPER-1954,ZooKeeper,2014-07-03T20:45:09.000+0000,Minor,StaticHostProvider loses IPv6 scope ID when resolving server addresses,I have been getting constant failures of the {{ClientPortBindTest}} unit test (see ZOOKEEPER-1256) on my Macbook. I traced the problem to loss of the IPv6 scope ID on the address chosen for the loopba,bhavanki,bhavanki
ZOOKEEPER-1953,ZooKeeper,2014-07-03T03:49:15.000+0000,Major,Add solution and project files to enable build with current Visual Studio editions (VS 2012/2013) - 32-bit and 64-bit.,Add solution and project files to enable build with current Visual Studio editions (VS 2012/2013) - 32-bit and 64-bit.,phunt,phunt
ZOOKEEPER-1952,ZooKeeper,2014-07-02T12:26:43.000+0000,Minor,Default log directory and file name can be changed,"The log folder and log file name is configurable now.The default log folder is ""."" in distribution. So the log file (zookeeper.out) will be placed in bin folderCan this be changed to <zk_home>/logs/zo",nijel,nijel
ZOOKEEPER-1951,ZooKeeper,2014-07-01T15:57:27.000+0000,Trivial,Clean up raw type compile warnings under Java 7,"Compiling with Java 1.7.0_60 under Mac OS X 10.9.3, I get five warnings about raw types being found. (Compiler warnings are attached.) These can probably be cleaned up pretty easily.The warnings were ",bhavanki,bhavanki
ZOOKEEPER-1950,ZooKeeper,2014-06-30T21:43:37.000+0000,Major,configBackwardCompatibilityMode breaks compatibility,"The current implementation divide information of servers of legacy config into two separate dynamic config files. There is a problem.When we set ""clientPort"" variable in config file, it gets automatic",hdeng,hdeng
ZOOKEEPER-1949,ZooKeeper,2014-06-27T08:01:23.000+0000,Major,recipes jar not included in the distribution package,"Following recipe jars doesn't exists in the distribution ""zookeeper-3.4.6.tar.gz""recipes/election/zookeeper-3.4.6-recipes-election.jarrecipes/lock/zookeeper-3.4.6-recipes-lock.jarrecipes/queue/zookeep",rakeshr,rakeshr
ZOOKEEPER-1948,ZooKeeper,2014-06-26T20:21:37.000+0000,Major,Enable JMX remote monitoring,The zooker server start up script includes the option to enable jmx monitoring but only locally. Can we update the script so that remote monitoring can also be enabled which will help in data collecti,gsbiju,gsbiju
ZOOKEEPER-1947,ZooKeeper,2014-06-26T18:48:54.000+0000,Major,Implement a better way to specify joiners,Currently a server must appear in its own config when it starts up. One of the reasons is that the server spec has LE ports through which it can connect to the leader. This means that when creating an,shralex,shralex
ZOOKEEPER-1946,ZooKeeper,2014-06-25T05:34:03.000+0000,Minor,Server logging should reflect dynamically reconfigured address,"The server's client address:port is part of the QuorumPeer's thread name and thus shown in logs. Thread name is not currently updated after dynamic reconfiguration of the address, resulting in confusi",vuakko,vuakko
ZOOKEEPER-1945,ZooKeeper,2014-06-24T03:51:18.000+0000,Major,"deb - zkCli.sh, zkServer.sh and zkEnv.sh regression caused by ZOOKEEPER-1663","This is the same issue as ZOOKEEPER-1719, where the shebang for etc/init.d/zookeeper is set to /bin/sh, but needs to be fixed for deb packages(in src/packages/deb/init.d/zookeeper)",maflick88,maflick88
ZOOKEEPER-1944,ZooKeeper,2014-06-21T07:00:03.000+0000,Major,The 2pc picture of zookeeperInternals.pdf may be not correct. ,"In the page 6, the 2pc diagram may be not right.The commit direction may be from leader to followers.",bestree007,bestree007
ZOOKEEPER-1943,ZooKeeper,2014-06-19T17:36:06.000+0000,Major,"""src/contrib/zooinspector/NOTICE.txt"" isn't complying to "".gitattributes"" in branch-3.4","Using the git repo and checkout ""branch-3.4"", the ""src/contrib/zooinspector/NOTICE.txt"" file always shows up for changes but cannot be checkout or reset.This is caused by "".gitattributes"" line ""text=a",hdeng,hdeng
ZOOKEEPER-1942,ZooKeeper,2014-06-18T14:48:33.000+0000,Major,ZooKeeper OSGi package imports: org.ietf.jgss dependency missing from manifest,"For OSGI applications, the zookeeper manifest file should have org.ietf.jgss in its Import-Package statement. org.apache.zookeeper.client.ZooKeeperSaslClient imports org.ietf.jgss.*. The following Cla",misquith,misquith
ZOOKEEPER-1941,ZooKeeper,2014-06-14T17:52:18.000+0000,Major,"2014-06-14 12:40:46,886 INFO org.apache.zookeeper.ClientCnxn: Opening socket connection to server  Will not attempt to authenticate using SASL (unknown error)",,kondisetty@gmail.com,kondisetty@gmail.com
ZOOKEEPER-1940,ZooKeeper,2014-06-13T16:57:11.000+0000,Trivial,Integrate with Docker.,"Docker is an open platform for developers and sysadmins to build, ship, and run distributed applications.It's become quite popular and I'd like to see the zookeeper community suggest a standard way to",medined,medined
ZOOKEEPER-1939,ZooKeeper,2014-06-12T06:39:20.000+0000,Major,ReconfigRecoveryTest.testNextConfigUnreachable is failing,"Following is the failure log message:2014-06-11 23:53:22,538 [myid:] - INFO  [main:JUnit4ZKTestRunner$LoggedInvokeMethod@62] - TEST METHOD FAILED testNextConfigUnreachablejava.lang.AssertionError: QP ",rakeshr,rakeshr
ZOOKEEPER-1938,ZooKeeper,2014-06-12T05:04:32.000+0000,Trivial,bump version in the C library as we prepare for 3.5.0 release,"building the C library from trunk now has 3.4.0 everywhere which makes it confusing when testing, so lets bump the version. ",rgs,rgs
ZOOKEEPER-1937,ZooKeeper,2014-06-11T03:28:06.000+0000,Major,init script needs fixing for ZOOKEEPER-1719,"ZOOKEEPER-1719 changed the interpreter to bash for zkCli.sh, zkServer.sh and zkEnv.sh, but did not change src/packages/deb/init.d/zookeeper This causes the following failure using /bin/sh[...] root@ho",CpuID,CpuID
ZOOKEEPER-1936,ZooKeeper,2014-06-10T07:25:37.000+0000,Minor,Server exits when unable to create data directory due to race ,We sometime see issues with ZooKeeper server not starting and seeing this error in the log:[2014-05-27 09:29:48.248] ERROR   : -               .org.apache.zookeeper.server.ZooKeeperServerMain    Unexp,hmusum,hmusum
ZOOKEEPER-1935,ZooKeeper,2014-06-10T05:46:48.000+0000,Major,Current ZooKeeper C Library (Client) makes a distinction between removing a child node and adding a child node on receiving ZOO_CHILD_EVENT session event,"I want to determine whether a node adds or removes a child node. But based on the currently implementation, I can only to get the session event ZOO_CHILD_EVENT. There is no ways to determine whether i",wangfy8599,wangfy8599
ZOOKEEPER-1934,ZooKeeper,2014-06-05T23:01:06.000+0000,Major,Stale data received from sync'd ensemble peer,In our regression testing we encountered an error wherein we were caching a value we read from zookeeper and then experienced session loss. We subsequently got reconnected to a different zookeeper ser,marshall,marshall
ZOOKEEPER-1933,ZooKeeper,2014-06-03T16:59:07.000+0000,Major,Windows release build of zk client cannot connect to zk server,"When building zookeeper in Visual Studio in debug mode, the client can connect to the server without error. When building in release mode, I get a continuous error message:{code}2014-06-02 11:25:20,07",norrisl,norrisl
ZOOKEEPER-1932,ZooKeeper,2014-06-02T00:58:01.000+0000,Major,org.apache.zookeeper.test.LETest.testLE fails once in a while,"org.apache.zookeeper.test.LETest.testLE is failing on trunk once in a while. I'm not able to reproduce the failure on my box. I looked at the log, but I couldn't quite figure out what's going on. http",michim,michim
ZOOKEEPER-1931,ZooKeeper,2014-06-01T20:09:11.000+0000,Major,intern project idea: implement zab,The goal of this project is to define an interface for replication protocol and implement the interface using ZAB. This project will most likely be done outside of ZooKeeper to avoid impacting the sta,michim,michim
ZOOKEEPER-1930,ZooKeeper,2014-05-28T05:47:51.000+0000,Minor,A typo in zookeeper recipes.html,"With the sequence flag, ZooKeeper automatically appends a sequence number that is *greater that* any one previously appended to a child of ""/election"".*greater that* above should be *greater than*",chengwei-yang,chengwei-yang
ZOOKEEPER-1929,ZooKeeper,2014-05-24T04:13:02.000+0000,Major,std::length_error on update children,"Trying to open zk root directory:./zkfuse -z localhost:2181 -m /CLOUD/zookeeper -d1    [0x7f89362d0780] INFO  zkfuse null - Starting zkfusecacheSize = 256, debug = 1, forceDirSuffix = ""._dir_"", mount ",olamedia,olamedia
ZOOKEEPER-1928,ZooKeeper,2014-05-22T00:46:46.000+0000,Major,add configurable throttling to the number of snapshots concurrently sent by a leader,"We want to add configurable throttling to the number of snapshots concurrently sent by a leader.  Without this, when recovering from a partial outage or network partition, the leader can become overlo",ecarter,ecarter
ZOOKEEPER-1927,ZooKeeper,2014-05-10T18:06:37.000+0000,Major,"zkServer.sh fails to read dataDir (and others) from zoo.cfg on Solaris 10 (grep issue, manifests as FAILED TO WRITE PID).  ","Fails to write PID file with a permissions error, because the startup script fails to read the dataDir variable from zoo.cfg, and then tries to use the drive root ( / ) as the data dir.Tracked the pro",super_ed_9000,super_ed_9000
ZOOKEEPER-1926,ZooKeeper,2014-05-08T22:34:57.000+0000,Major,Unit tests should only use build/test/data for data,"Some of the unit tests are creating temp files under system tmp dir (/tmp), and put data there.We should encapsulate all temporary data from unit tests under build/test/data. ant clean will clean all ",enis,enis
ZOOKEEPER-1925,ZooKeeper,2014-05-08T19:53:05.000+0000,Major,Time to Live or auto expiration of zookeeper node,Today whenever a znode is created; it stays there for ever. We all know that there is a limitation in terms of how many nodes a system can handle. It would be nice to have a way to specify expiry time,ojoshi,ojoshi
ZOOKEEPER-1924,ZooKeeper,2014-05-07T12:28:07.000+0000,Major,"\,/ 'n;kj kkln. l,   ",,shwethags,shwethags
ZOOKEEPER-1923,ZooKeeper,2014-05-05T13:49:19.000+0000,Major,A typo in zookeeperStarted document,"There is a typo in the document zookeeperStarted.*, see http://zookeeper.apache.org/doc/trunk/zookeeperStarted.html, in the section *Connecting to ZooKeeper*, where the *help* output *createpath* whic",chengwei-yang,chengwei-yang
ZOOKEEPER-1922,ZooKeeper,2014-05-05T12:21:40.000+0000,Minor,Negative min latency value,"We're seeing the output of stat on one node return a negative value for min latency time:stat Zookeeper version: 3.4.6-1569965, built on 02/20/2014 09:09 GMTClients:...Latency min/avg/max: -477/149/26",jpotter,jpotter
ZOOKEEPER-1921,ZooKeeper,2014-05-04T15:28:32.000+0000,Major,Zk binding to 127.0.0.1 for quorum connections,"I did not see this behavior with 3.4.5. When I upgraded to 3.4.6, couldn't establish quorum any more - what I found was that the listener on :3888 was only running on 127.0.0.1.I was able to work arou",nneul,nneul
ZOOKEEPER-1920,ZooKeeper,2014-04-28T02:59:50.000+0000,Minor,Login thread is not shutdown when close the ClientCnxn,"A new ZooKeeper client will start three threads, the SendThread, EventThread and LoginThread. I belive that these threads will be shutdown after call the zk.close. I test that the SendThread and Event",liuyang@huawei,liuyang@huawei
ZOOKEEPER-1919,ZooKeeper,2014-04-25T02:44:52.000+0000,Major,Update the C implementation of removeWatches to have it match ZOOKEEPER-1910,See https://issues.apache.org/jira/browse/ZOOKEEPER-1910,rgs,rgs
ZOOKEEPER-1918,ZooKeeper,2014-04-24T20:04:46.000+0000,Minor,Add 64 bit Windows as a supported development platform,Change this line:Win32 is supported as a development platform only for both server and client.to:Win32 and Win64 are supported as a development platform only for both server and client.http://zookeepe,michim,michim
ZOOKEEPER-1917,ZooKeeper,2014-04-22T18:02:04.000+0000,Blocker,Apache Zookeeper logs cleartext admin passwords,Check the CVE entry for a description:http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0085,fpj,fpj
ZOOKEEPER-1916,ZooKeeper,2014-04-19T23:56:25.000+0000,Minor,make Cli depend on zookeeper,Currently building the solution fails because the dependency is not properly set.,michim,michim
ZOOKEEPER-1915,ZooKeeper,2014-04-19T23:55:00.000+0000,Minor,Use $(ProjectDir) macro to specify include directories,Right now we need to explicitly set the ZOOKEEPER_HOME environment variable.,michim,michim
ZOOKEEPER-1914,ZooKeeper,2014-04-18T22:51:56.000+0000,Major,TestWatchers.cc failure,https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/2051/console     [exec]      [exec] /home/jenkins/jenkins-slave/workspace/PreCommit-ZOOKEEPER-Build/trunk/src/c/tests/TestWatchers.cc:667: Asser,michim,michim
ZOOKEEPER-1913,ZooKeeper,2014-04-18T20:42:22.000+0000,Major,Invalid manifest files due to bogus revision property value,"Without the proposed patch, I get invalid manifests because stderr is added to the revision property. I think this might be something specific to my setup though:{noformat}    $ java -version    Picke",rgs,rgs
ZOOKEEPER-1912,ZooKeeper,2014-04-14T20:14:50.000+0000,Critical,Leader election lets 2 leaders happen,"In 3-node cluster, when there are 2 nodes die and reboot during leader election, it might lead to the case that there are 2 leaders happen in the system. Eventually, a leader that does not has followe",tanakorn,tanakorn
ZOOKEEPER-1911,ZooKeeper,2014-04-11T15:08:25.000+0000,Major,REST contrib module does not include all required files when packaged,"If you compile the REST contrib module, the tarball will only include the main JAR. It will not bundle the required dependencies or include the minimal working configuration files.",mackrorysd,mackrorysd
ZOOKEEPER-1910,ZooKeeper,2014-04-11T08:08:12.000+0000,Major,RemoveWatches wrongly removes the watcher if multiple watches exists on a path,"Consider a case where zkclient has added 2 data watchers(say 'w1' and 'w2') on '/node1'.Now user has removed w1, but this is deleting the 'CnxnWatcher' in ZK server against the ""/node1"" path. This wil",rakeshr,rakeshr
ZOOKEEPER-1909,ZooKeeper,2014-04-09T23:51:28.000+0000,Major,removeWatches doesn't return NOWATCHER when there is no watch set,"ZOOKEEPER-442 introduced support for a new opcode: removeWatches. The way it was implemented though, implies that you need to check on the client side if a watch/watcher is set *before* you send your ",rgs,rgs
ZOOKEEPER-1908,ZooKeeper,2014-04-01T22:09:51.000+0000,Major,setAcl should be have a recursive function,setAcl should be have a recursive function.  This becomes a problem with HBase when trying to back in and out of secure clusters.,kevin.odell,kevin.odell
ZOOKEEPER-1907,ZooKeeper,2014-03-31T15:18:57.000+0000,Major,Improve Thread handling,"Server has many critical threads running and co-ordinating each other like  RequestProcessor chains et. When going through each threads, most of them having the similar structure like:{code}public voi",rakeshr,rakeshr
ZOOKEEPER-1906,ZooKeeper,2014-03-31T07:52:07.000+0000,Major,zkpython: invalid data in GetData for empty node,In python if we ask {{zookeeper.get}} (which translates into {{pyzoo_get}}) for empty node we can get trash in result on Python level. Issue is pretty tricky. It goes like this:  * python C extension ,nekto0n,nekto0n
ZOOKEEPER-1905,ZooKeeper,2014-03-25T13:33:23.000+0000,Major,ZKClients are hitting KeeperException$ConnectionLossException due to wrong usage pattern,"Since the ZooKeeper client connection establishment happens in async way, the client should wait for the 'KeeperState.SyncConnected' event before start performing any ops. Many tests are having this k",rakeshr,rakeshr
ZOOKEEPER-1904,ZooKeeper,2014-03-25T08:05:05.000+0000,Major,WatcherTest#testWatchAutoResetWithPending is failing,"Following is the stacktrace taken from [Build : ZooKeeper-3.4-WinVS2008_java/465|https://builds.apache.org/job/ZooKeeper-3.4-WinVS2008_java/465/]{code}    [junit] 2014-03-19 09:28:50,020 [myid:] - INF",rakeshr,rakeshr
ZOOKEEPER-1903,ZooKeeper,2014-03-24T14:52:18.000+0000,Major,30/6,,CobraRoy,CobraRoy
ZOOKEEPER-1902,ZooKeeper,2014-03-24T14:51:44.000+0000,Major,summertime,,CobraRoy,CobraRoy
ZOOKEEPER-1901,ZooKeeper,2014-03-23T20:08:23.000+0000,Minor,[JDK8] Sort children for comparison in AsyncOps tests,"AsyncOpsTest, ChrootAsyncTest, and NioNettySuiteTest can fail running on Java 8 if child znodes are not added to a list in the same order as expected. For example{noformat}Testcase: testAsyncGetChildr",apurtell,apurtell
ZOOKEEPER-1900,ZooKeeper,2014-03-21T18:11:12.000+0000,Blocker, NullPointerException in truncate,The other day we started up a ZK instance that had been down for a bit (1day) and started getting NPEs all over the place...{noformat}2014-20-03 11:15:42.320 INFO  QuorumPeerConfig [main] - Reading co,sbower,sbower
ZOOKEEPER-1899,ZooKeeper,2014-03-20T15:01:55.000+0000,Major,zookeeper-cli does not use STDERR and STDOUT correctly to output information,"When running a zookeeper-cli, any error or logging information should go to STDERR and the result(s) of the command to STDOUT. For example, let's take the unix 'ls' command:Unix, STDERR is redirected ",srinathman,srinathman
ZOOKEEPER-1898,ZooKeeper,2014-03-20T14:45:36.000+0000,Critical,"ZooKeeper Java cli shell always returns ""0"" as exit code","zookeeper-cli always return ""0"" as exit code whether the command has been successful or not.Ex:Unsuccessful:{code}-bash-4.1$ zookeeper-client aaConnecting to localhost:21812014-03-20 14:43:01,361 [myi",srinathman,srinathman
ZOOKEEPER-1897,ZooKeeper,2014-03-18T23:10:22.000+0000,Major,ZK Shell/Cli not processing commands,When running zookeeper 3.4.5 I was able to run commands using zkCli such as zkCli.sh -server 127.0.0.1:2182 ls /zkCli.sh -server 127.0.0.1:2182 get /blahAfter upgrading to 3.4.6 these commands no long,gnoremac,gnoremac
ZOOKEEPER-1896,ZooKeeper,2014-03-17T16:41:32.000+0000,Major,Reconfig error messages when upgrading from 3.4.6 to 3.5.0,"When upgrading from 3.4.6 (rc0 actually) to 3.5.0 (trunk as of two weeks ago actually) I got this error message:{noformat}2014-02-26 22:12:15,446 - ERROR [WorkerReceiver[myid=4]] - Something went wron",rgs,rgs
ZOOKEEPER-1895,ZooKeeper,2014-03-16T16:35:55.000+0000,Blocker,"update all notice files, copyright, etc... with the new year - 2014",From a note on the list:Hi folks!This is a reminder to update the year in the NOTICE files from 2013 (or older) to 2014.From a legal POV this is not that important as some say.But nonetheless it's goo,phunt,phunt
ZOOKEEPER-1894,ZooKeeper,2014-03-14T02:43:02.000+0000,Major,ObserverTest.testObserver fails consistently,"ObserverTest.testObserver fails consistently on my box. It looks like the observer (myid:3) calls QuorumPeer.getQuorumVerifier() in a tight loop, and the leader (myid:2) is not getting enough CPU time",michim,michim
ZOOKEEPER-1893,ZooKeeper,2014-03-13T03:46:13.000+0000,Minor,automake: use serial-tests option,"automake switched to run tests in parallel by default in 1.13, but zktest-st and zktest-mt can't run in parallel. We can use the serial-tests option to run tests serially but this option was introduce",michim,michim
ZOOKEEPER-1892,ZooKeeper,2014-03-13T02:06:36.000+0000,Major,addrvec_next gets called twice when failing over to the next server,"zookeeper_interest() already calls zoo_cycle_next_server() when the socket is set to -1, so we shouldn't call addrvec_next in handle_error. This causes the next server to get skipped. Zookeeper_simple",michim,michim
ZOOKEEPER-1891,ZooKeeper,2014-03-10T23:33:59.000+0000,Major,StaticHostProviderTest.testUpdateLoadBalancing times out,StaticHostProviderTest.testUpdateLoadBalancing is consistently timing out on my box. I'll attach a log file.,michim,michim
ZOOKEEPER-1890,ZooKeeper,2014-02-28T01:21:05.000+0000,Major,unclosed FileOutputStream in FileTxnLog.rollLog,"When calling rollLog, FileTxnLog flushes but does not close its FileOutputStream, leaking a file descriptor.",gaul,gaul
ZOOKEEPER-1889,ZooKeeper,2014-02-26T00:38:40.000+0000,Major,Implement Top-N sort operator,"When, for example, doing an order by with a limit, if limit << total, it would be much more efficient to maintain a priority queue instead of sorting the entire data set.In most cases, this will great",sphillips,sphillips
ZOOKEEPER-1888,ZooKeeper,2014-02-25T19:07:11.000+0000,Major,"ZkCli.cmd commands fail with ""'java' is not recognized as an internal or external command""",This appears to be a bug in ZkCli.cmd as it does not try to locate java using the JAVA_HOME environment variable. Will post the patch soon.,ivanmi,ivanmi
ZOOKEEPER-1887,ZooKeeper,2014-02-24T01:00:12.000+0000,Major,C implementation of removeWatches,This is equivalent for ZOOKEEPER-442's Java impl. ,rgs,rgs
ZOOKEEPER-1886,ZooKeeper,2014-02-21T05:35:58.000+0000,Major,"Exception in Follower.followLeader() where Leader is still running, can make that follower hang in LeaderElection","SocketTimeoutException in {{Follower#followLeader()}} where the leader is successfully running can make this follower not able to rejoin the quorum.Analysis:1. SocketTimeoutException in below code, wi",vinayrpet,vinayrpet
ZOOKEEPER-1885,ZooKeeper,2014-02-20T15:55:47.000+0000,Major,Znodes deletable by anyone without having the rights to do so,"Hi,I'm not really sure if this is a bug or a misunderstanding on my part, but I have the problem that, when I create a znode with an ACL as follows:{noformat}[zk: localhost:2181(CONNECTED) 60] create ",bveliqi,bveliqi
ZOOKEEPER-1884,ZooKeeper,2014-02-20T11:58:58.000+0000,Minor,zkCli silently ignores commands with missing parameters,"Apparently, we have fixed this in trunk, but not in the 3.4 branch. When we pass only the path to create, the command is not executed because it expects an additional parameter and there is no error m",fpj,fpj
ZOOKEEPER-1883,ZooKeeper,2014-02-18T03:30:27.000+0000,Minor,C client unit test failures,"I am seeing unit test failure for c client after I do 'make check' as shown below. The failure is pretty consistent, but does not happen always. This is on latest check-out of zookeeper trunk.--------",abutala,abutala
ZOOKEEPER-1881,ZooKeeper,2014-02-13T23:53:00.000+0000,Major,Shutdown server immediately upon PrivilegedActionException,"It seems when an SaslServer cannot be created due to a PriviledgedActionException, it is better to shutdown the server immediately instead of letting it to propagate. The current behaviour will just s",d.yuan,d.yuan
ZOOKEEPER-1879,ZooKeeper,2014-02-10T20:46:16.000+0000,Major,improve the correctness checking of txn log replay,In ZOOKEEPER-1573 we decided to fix an issue by relaxing some of the checking. Specifically when the sequence of txns is as follows:* zxid 1: create /prefix/a* zxid 2: create /prefix/a/b* zxid 3: dele,phunt,phunt
ZOOKEEPER-1878,ZooKeeper,2014-02-09T04:18:47.000+0000,Major,Inconsistent behavior in autocreation of dataDir and dataLogDir,During the startup if dataDir is not exists server will auto create this. But when user specifies different dataLogDir location which doesn't exists the server will validate and startup will fail. {co,rakeshr,rakeshr
ZOOKEEPER-1877,ZooKeeper,2014-02-06T23:13:21.000+0000,Critical,Malformed ACL Id can crash server with skipACL=yes,"Because of the way fixupACL is written in PrepRequestProcessor, a request that feeds in an ACL with null members in the Id will cause a server with skipACL=yes to crash.A patch will be provided that r",cchen,cchen
ZOOKEEPER-1876,ZooKeeper,2014-02-06T21:14:49.000+0000,Major,Add support for installing windows services in .cmd scripts,"On windows, daemons can be installed as windows services during installation, so that they can be managed using the standard ""service"" commands and UI. For this, we have to generate an XML file descri",enis,enis
ZOOKEEPER-1875,ZooKeeper,2014-02-03T04:06:08.000+0000,Minor,NullPointerException in ClientCnxn$EventThread.processEvent,We've been seeing NullPointerException while working on HBase:{code}14/01/30 22:15:25 INFO zookeeper.ZooKeeper: Client environment:user.dir=/home/biadmin/hbase-trunk14/01/30 22:15:25 INFO zookeeper.Zo,jinghe,jinghe
ZOOKEEPER-1874,ZooKeeper,2014-02-02T04:58:03.000+0000,Major,Add proper teardown/cleanups in ReconfigTest to shutdown quorumpeer,This jira to provide proper cleanups in ReconfigTest test cases.,rakeshr,rakeshr
ZOOKEEPER-1873,ZooKeeper,2014-01-29T21:06:55.000+0000,Major,Unnecessarily InstanceNotFoundException is coming when unregister failed jmxbeans,"MBeanRegistry#register is keeping the beans which are failed to complete the registration. During unregistration time, these failed beans will results in following exception.{code}    [junit] 2014-01-",rakeshr,rakeshr
ZOOKEEPER-1872,ZooKeeper,2014-01-29T20:19:26.000+0000,Major,QuorumPeer is not shutdown in few cases,Few cases are leaving quorumpeer running after the test case execution. Needs proper teardown for these.,rakeshr,rakeshr
